PDEC.223.1.P00010054	PJENN.M.1.P00330030,PJENN.M.1.P01930052	PNOV.TE.1.P01410040,PNOV.TE.1.P00360013	POCT.K8.1.P71800002769770160
PDEC.223.1.P02970023,PDEC.223.1.P03230026	PJENN.M.1.P02520025,PJENN.M.1.P02820017	PNOV.TE.1.P02570016,PNOV.TE.1.P04960013	POCT.K8.1.P71800002770400019,POCT.K8.1.P71800002770440010
PDEC.223.1.P02970020	PJENN.M.1.P02520028,PJENN.M.1.P02820020	PNOV.TE.1.P02570013	POCT.K8.1.P71800002770400022
PDEC.223.1.P02970027	PJENN.M.1.P02520020,PJENN.M.1.P02820011	PNOV.TE.1.P02570021	POCT.K8.1.P71800002770400015
PDEC.223.1.P02980027,PDEC.223.1.P00130115	PJENN.M.1.P02540014,PJENN.M.1.P02640034	PNOV.TE.1.P03860016,PNOV.TE.1.P02650026	POCT.K8.1.P71800002770380021,POCT.K8.1.P71800002769990081
PDEC.223.1.P02980027,PDEC.223.1.P00130115	PJENN.M.1.P02540014,PJENN.M.1.P02640034	PNOV.TE.1.P03860016,PNOV.TE.1.P02650026	POCT.K8.1.P71800002770380021,POCT.K8.1.P71800002769990081
PDEC.223.1.P02980011,PDEC.223.1.P00130133	PJENN.M.1.P02540030,PJENN.M.1.P02640013	PNOV.TE.1.P03860001,PNOV.TE.1.P02650010	POCT.K8.1.P71800002770380035,POCT.K8.1.P71800002769990098
PDEC.223.1.P02980012,PDEC.223.1.P00130132	PJENN.M.1.P02540029,PJENN.M.1.P02640014	PNOV.TE.1.P03860002,PNOV.TE.1.P02650011	POCT.K8.1.P71800002770380034,POCT.K8.1.P71800002769990097
PDEC.223.1.P03080007,PDEC.223.1.P02990004	PJENN.M.1.P00140043,PJENN.M.1.P00290168	PNOV.TE.1.P04790013,PNOV.TE.1.P05270011	POCT.K8.1.P71800002769930148,POCT.K8.1.P71800002770010119
PDEC.223.1.P03080010,PDEC.223.1.P02990010	PJENN.M.1.P00290172	PNOV.TE.1.P04790010,PNOV.TE.1.P05270009	POCT.K8.1.P71800002769930151,POCT.K8.1.P71800002770010116
PDEC.223.1.P03000036,PDEC.223.1.P02460042	PJENN.M.1.P01270036,PJENN.M.1.P01080024	PNOV.TE.1.P01320017,PNOV.TE.1.P01850020	POCT.K8.1.P71800002770680170,POCT.K8.1.P71800002770350023
PDEC.223.1.P03000037,PDEC.223.1.P02460041	PJENN.M.1.P01270037,PJENN.M.1.P01080025	PNOV.TE.1.P01320018,PNOV.TE.1.P01850021	POCT.K8.1.P71800002770680169,POCT.K8.1.P71800002770350024
PDEC.223.1.P03050011,PDEC.223.1.P00540027	PJENN.M.1.P01590037,PJENN.M.1.P00990048	PNOV.TE.1.P01190013,PNOV.TE.1.P00090022	POCT.K8.1.P71800002770880158,POCT.K8.1.P71800002770730248
PDEC.223.1.P03050018,PDEC.223.1.P00540019	PJENN.M.1.P01590030,PJENN.M.1.P00990041	PNOV.TE.1.P01190007,PNOV.TE.1.P00090016	POCT.K8.1.P71800002770880164,POCT.K8.1.P71800002770730255
PDEC.223.1.P03050020,PDEC.223.1.P00540017	PJENN.M.1.P01590028,PJENN.M.1.P00990039	PNOV.TE.1.P01190005,PNOV.TE.1.P00090014	POCT.K8.1.P71800002770880166,POCT.K8.1.P71800002770730257
PDEC.223.1.P03080007,PDEC.223.1.P02990004	PJENN.M.1.P00140043,PJENN.M.1.P00290168	PNOV.TE.1.P04790013,PNOV.TE.1.P05270011	POCT.K8.1.P71800002769930148,POCT.K8.1.P71800002770010119
PDEC.223.1.P03080010,PDEC.223.1.P02990010	PJENN.M.1.P00290172	PNOV.TE.1.P04790010,PNOV.TE.1.P05270009	POCT.K8.1.P71800002769930151,POCT.K8.1.P71800002770010116
PDEC.223.1.P03080012,PDEC.223.1.P02990012	PJENN.M.1.P00140038,PJENN.M.1.P00290174	PNOV.TE.1.P04790008,PNOV.TE.1.P05270007	POCT.K8.1.P71800002769930153,POCT.K8.1.P71800002770010114
PDEC.223.1.P03080013	PJENN.M.1.P00290176	PNOV.TE.1.P04790006,PNOV.TE.1.P05270005	POCT.K8.1.P71800002769930154,POCT.K8.1.P71800002770010112
PDEC.223.1.P03090007	PJENN.M.1.P02230064,PJENN.M.1.P04490008	PNOV.TE.1.P11420006	POCT.K8.1.P71800002770100449,NA
PDEC.223.1.P03090030,PDEC.223.1.P03210007	PJENN.M.1.P02230042,PJENN.M.1.P02660047	PNOV.TE.1.P06080005,PNOV.TE.1.P04550015	POCT.K8.1.P71800002770100426,POCT.K8.1.P71800002769770431
PDEC.223.1.P01040134,PDEC.223.1.P03100010	PJENN.M.1.P00580174,PJENN.M.1.P00750011	PNOV.TE.1.P03410010,PNOV.TE.1.P02950006	POCT.K8.1.P71800002770150122,POCT.K8.1.P71800002770540049
PDEC.223.1.P03110001,PDEC.223.1.P04180002	PJENN.M.1.P00720054,PJENN.M.1.P00500113	PNOV.TE.1.P03800021,PNOV.TE.1.P02460027	POCT.K8.1.P71800002770260189,POCT.K8.1.P71800002770840245
PDEC.223.1.P03110030,PDEC.223.1.P04270018	PJENN.M.1.P00500152,PJENN.M.1.P00720022	PNOV.TE.1.P04920012,PNOV.TE.1.P04390017	POCT.K8.1.P71800002770260160
PDEC.223.1.P03110031,PDEC.223.1.P04270015	PJENN.M.1.P00500154,PJENN.M.1.P00720020	PNOV.TE.1.P04920013,PNOV.TE.1.P04390020	POCT.K8.1.P71800002770260159,POCT.K8.1.P71800002770840205
PDEC.223.1.P03110011,PDEC.223.1.P04180017	PJENN.M.1.P00720042,PJENN.M.1.P00500129	PNOV.TE.1.P03800030,PNOV.TE.1.P02460041	POCT.K8.1.P71800002770260178,POCT.K8.1.P71800002770840230
PDEC.223.1.P03110032,PDEC.223.1.P04270014	PJENN.M.1.P00500155,PJENN.M.1.P00720019	PNOV.TE.1.P04920014,PNOV.TE.1.P04390021	POCT.K8.1.P71800002770260158,POCT.K8.1.P71800002770840204
PDEC.223.1.P03110035	PJENN.M.1.P00720016	PNOV.TE.1.P04920017	POCT.K8.1.P71800002770260155
PDEC.223.1.P03130015	PJENN.M.1.P00340017	PNOV.TE.1.P03900009	POCT.K8.1.P71800002769870297
PDEC.223.1.P03130024,PDEC.223.1.P03440022	PJENN.M.1.P00340028,PJENN.M.1.P00020027	PNOV.TE.1.P03900019	POCT.K8.1.P71800002769870288,POCT.K8.1.P71800002770020305
PDEC.223.1.P03130041,PDEC.223.1.P01550004	PJENN.M.1.P00340056,PJENN.M.1.P00020054	PNOV.TE.1.P02290035,PNOV.TE.1.P02060027	POCT.K8.1.P71800002769870273,POCT.K8.1.P71800002770020284
PDEC.223.1.P02750006,PDEC.223.1.P03140021	PJENN.M.1.P03140005,PJENN.M.1.P03170005	PNOV.TE.1.P10240007,PNOV.TE.1.P10610006	POCT.K8.1.P71800002770300446,POCT.K8.1.P71800002770780039
PDEC.223.1.P02750005,PDEC.223.1.P03140022	PJENN.M.1.P03140006,PJENN.M.1.P03170006	PNOV.TE.1.P10240006,PNOV.TE.1.P10610005	POCT.K8.1.P71800002770300447,POCT.K8.1.P71800002770780038
PDEC.223.1.P03160023,PDEC.223.1.P03430016	PJENN.M.1.P02140069,PJENN.M.1.P01680076	PNOV.TE.1.P08160007,PNOV.TE.1.P09360005	POCT.K8.1.P71800002770700065,POCT.K8.1.P71800002770580298
PDEC.223.1.P03160011,PDEC.223.1.P03430004	PJENN.M.1.P01940080,PJENN.M.1.P04330007	PNOV.TE.1.P03920006,PNOV.TE.1.P05600007	POCT.K8.1.P71800002770700077,POCT.K8.1.P71800002770580285
PDEC.223.1.P03210009	PJENN.M.1.P02660031	PNOV.TE.1.P04550013	POCT.K8.1.P71800002769770429
PDEC.223.1.P03090040,PDEC.223.1.P03210016	PJENN.M.1.P02660038	PNOV.TE.1.P06080015,PNOV.TE.1.P04550006	POCT.K8.1.P71800002770100416,POCT.K8.1.P71800002769770420
PDEC.223.1.P03090041,PDEC.223.1.P03210017	PJENN.M.1.P02230034,PJENN.M.1.P02660039	PNOV.TE.1.P06080016,PNOV.TE.1.P04550005	POCT.K8.1.P71800002769770419
PDEC.223.1.P03850030,PDEC.223.1.P03210040	PJENN.M.1.P02660002	PNOV.TE.1.P04910002,PNOV.TE.1.P06920002	POCT.K8.1.P71800002770100382,POCT.K8.1.P71800002769770396
PDEC.223.1.P03210014	PJENN.M.1.P02660036,PJENN.M.1.P02230032	PNOV.TE.1.P04550008	POCT.K8.1.P71800002769770422
PDEC.223.1.P03220014	PJENN.M.1.P03790017	PNOV.TE.1.P03040015	POCT.K8.1.P71800002770100357
PDEC.223.1.P02970009,PDEC.223.1.P03230014	PJENN.M.1.P02520040,PJENN.M.1.P02820034	PNOV.TE.1.P02570001,PNOV.TE.1.P04960001	POCT.K8.1.P71800002770400033,POCT.K8.1.P71800002770440022
PDEC.223.1.P02970014,PDEC.223.1.P03230019	PJENN.M.1.P02520034,PJENN.M.1.P02820028	PNOV.TE.1.P02570007,PNOV.TE.1.P04960006	POCT.K8.1.P71800002770400028,POCT.K8.1.P71800002770440017
PDEC.223.1.P02970018,PDEC.223.1.P03230023	PJENN.M.1.P02520029,PJENN.M.1.P02820024	PNOV.TE.1.P02570011,PNOV.TE.1.P04960009	POCT.K8.1.P71800002770400024,POCT.K8.1.P71800002770440013
PDEC.223.1.P03230029	PJENN.M.1.P02520023,PJENN.M.1.P02820014	PNOV.TE.1.P02570018,PNOV.TE.1.P04960016	POCT.K8.1.P71800002770440007
PDEC.223.1.P03270028,PDEC.223.1.P03420018	PJENN.M.1.P02140025,PJENN.M.1.P01680037	PNOV.TE.1.P02940028,PNOV.TE.1.P05180014	POCT.K8.1.P71800002770700030,POCT.K8.1.P71800002770580335
PDEC.223.1.P03270020,PDEC.223.1.P03420023	PJENN.M.1.P02140018,PJENN.M.1.P01680028	PNOV.TE.1.P02940019,PNOV.TE.1.P05180019	POCT.K8.1.P71800002770700021,POCT.K8.1.P71800002770580340
PDEC.223.1.P03270030,PDEC.223.1.P03420014	PJENN.M.1.P02140030,PJENN.M.1.P01680041	PNOV.TE.1.P02940030,PNOV.TE.1.P05180010	POCT.K8.1.P71800002770700033,POCT.K8.1.P71800002770580332
PDEC.223.1.P04330010,PDEC.223.1.P03280029	PJENN.M.1.P00840101,PJENN.M.1.P01140113	PNOV.TE.1.P00570028	POCT.K8.1.P71800002769210029,POCT.K8.1.P71800002769260188
PDEC.223.1.P03290013	PJENN.M.1.P00390016,PJENN.M.1.P00700152	PNOV.TE.1.P04360014	POCT.K8.1.P71800002770320016,NA
PDEC.223.1.P03290017	PJENN.M.1.P00390012,PJENN.M.1.P00700156	PNOV.TE.1.P06890004,PNOV.TE.1.P04360010	POCT.K8.1.P71800002770320012,NA
PDEC.223.1.P03290018	PJENN.M.1.P00390011,PJENN.M.1.P00700157	PNOV.TE.1.P06890003,PNOV.TE.1.P04360009	POCT.K8.1.P71800002770320011,NA
PDEC.223.1.P03310037,PDEC.223.1.P03380030	PJENN.M.1.P00140051,PJENN.M.1.P00290160	PNOV.TE.1.P04790021,PNOV.TE.1.P05270017	POCT.K8.1.P71800002769930139,POCT.K8.1.P71800002770010125
PDEC.223.1.P03310040,PDEC.223.1.P03380032	PJENN.M.1.P00140048,PJENN.M.1.P00290163	PNOV.TE.1.P04790018,PNOV.TE.1.P05270015	POCT.K8.1.P71800002769930142,POCT.K8.1.P71800002770010123
PDEC.223.1.P03340005,PDEC.223.1.P01910005	PJENN.M.1.P02000018,PJENN.M.1.P01420014	PNOV.TE.1.P00030116,PNOV.TE.1.P04000006	POCT.K8.1.P71800002770300286,POCT.K8.1.P71800002770780172
PDEC.223.1.P03340005,PDEC.223.1.P01910005	PJENN.M.1.P02000018,PJENN.M.1.P01420014	PNOV.TE.1.P00030116,PNOV.TE.1.P04000006	POCT.K8.1.P71800002770300286,POCT.K8.1.P71800002770780172
PDEC.223.1.P03340006,PDEC.223.1.P01910006	PJENN.M.1.P02000019,PJENN.M.1.P01420015	PNOV.TE.1.P00030117,PNOV.TE.1.P04000007	POCT.K8.1.P71800002770300287,POCT.K8.1.P71800002770780171
PDEC.223.1.P03340028,PDEC.223.1.P01910023	PJENN.M.1.P02000040,PJENN.M.1.P01420042	PNOV.TE.1.P00030137,PNOV.TE.1.P04000022	POCT.K8.1.P71800002770300309,POCT.K8.1.P71800002770780153
PDEC.223.1.P03340029	PJENN.M.1.P01420044	PNOV.TE.1.P00030139	POCT.K8.1.P71800002770300311
PDEC.223.1.P03340036,PDEC.223.1.P01910027	PJENN.M.1.P02000049,PJENN.M.1.P01420049	PNOV.TE.1.P00030145,PNOV.TE.1.P04000026	POCT.K8.1.P71800002770300318,POCT.K8.1.P71800002770780149
PDEC.223.1.P03240041,PDEC.223.1.P03350028	PJENN.M.1.P02470033,PJENN.M.1.P00740017	PNOV.TE.1.P00690066,PNOV.TE.1.P00560065	POCT.K8.1.P71800002769380011,POCT.K8.1.P71800002769270113
PDEC.223.1.P03350025	PJENN.M.1.P00740014	PNOV.TE.1.P00560068	POCT.K8.1.P71800002769270116
PDEC.223.1.P03370010	PJENN.M.1.P02210025,PJENN.M.1.P02610025	PNOV.TE.1.P07230008	POCT.K8.1.P71800002770380083
PDEC.223.1.P03370020,PDEC.223.1.P00130165	PJENN.M.1.P02210031,PJENN.M.1.P02610031	PNOV.TE.1.P07230014,PNOV.TE.1.P06470016	POCT.K8.1.P71800002770380075,POCT.K8.1.P71800002769990127
PDEC.223.1.P03370025,PDEC.223.1.P00130161	PJENN.M.1.P02210035,PJENN.M.1.P02610036	PNOV.TE.1.P12300005,PNOV.TE.1.P07200017	POCT.K8.1.P71800002770380070,POCT.K8.1.P71800002769990123
PDEC.223.1.P03310037,PDEC.223.1.P03380030	PJENN.M.1.P00140051,PJENN.M.1.P00290160	PNOV.TE.1.P04790021,PNOV.TE.1.P05270017	POCT.K8.1.P71800002769930139,POCT.K8.1.P71800002770010125
PDEC.223.1.P03310037,PDEC.223.1.P03380030	PJENN.M.1.P00140051,PJENN.M.1.P00290160	PNOV.TE.1.P04790021,PNOV.TE.1.P05270017	POCT.K8.1.P71800002769930139,POCT.K8.1.P71800002770010125
PDEC.223.1.P03310040,PDEC.223.1.P03380032	PJENN.M.1.P00140048,PJENN.M.1.P00290163	PNOV.TE.1.P04790018,PNOV.TE.1.P05270015	POCT.K8.1.P71800002769930142,POCT.K8.1.P71800002770010123
PDEC.223.1.P03310040,PDEC.223.1.P03380032	PJENN.M.1.P00140048,PJENN.M.1.P00290163	PNOV.TE.1.P04790018,PNOV.TE.1.P05270015	POCT.K8.1.P71800002769930142,POCT.K8.1.P71800002770010123
PDEC.223.1.P03310031,PDEC.223.1.P03380024	PJENN.M.1.P00140056,PJENN.M.1.P00290154	PNOV.TE.1.P04790027,PNOV.TE.1.P05270024	POCT.K8.1.P71800002769930134,POCT.K8.1.P71800002770010131
PDEC.223.1.P03310029,PDEC.223.1.P03380025	PJENN.M.1.P00140059,PJENN.M.1.P00290151	PNOV.TE.1.P04790029,PNOV.TE.1.P05270023	POCT.K8.1.P71800002769930132,POCT.K8.1.P71800002770010130
PDEC.223.1.P03400002	PJENN.M.1.P03150032	PNOV.TE.1.P08940002	POCT.K8.1.P71800002769110014
PDEC.223.1.P03270030,PDEC.223.1.P03420014	PJENN.M.1.P02140030,PJENN.M.1.P01680041	PNOV.TE.1.P02940030,PNOV.TE.1.P05180010	POCT.K8.1.P71800002770700033,POCT.K8.1.P71800002770580332
PDEC.223.1.P03270020,PDEC.223.1.P03420023	PJENN.M.1.P02140018,PJENN.M.1.P01680028	PNOV.TE.1.P02940019,PNOV.TE.1.P05180019	POCT.K8.1.P71800002770700021,POCT.K8.1.P71800002770580340
PDEC.223.1.P03270028,PDEC.223.1.P03420018	PJENN.M.1.P02140025,PJENN.M.1.P01680037	PNOV.TE.1.P02940028,PNOV.TE.1.P05180014	POCT.K8.1.P71800002770700030,POCT.K8.1.P71800002770580335
PDEC.223.1.P03160023,PDEC.223.1.P03430016	PJENN.M.1.P02140069,PJENN.M.1.P01680076	PNOV.TE.1.P08160007,PNOV.TE.1.P09360005	POCT.K8.1.P71800002770700065,POCT.K8.1.P71800002770580298
PDEC.223.1.P03160023,PDEC.223.1.P03430016	PJENN.M.1.P02140069,PJENN.M.1.P01680076	PNOV.TE.1.P08160007,PNOV.TE.1.P09360005	POCT.K8.1.P71800002770700065,POCT.K8.1.P71800002770580298
PDEC.223.1.P03160038,PDEC.223.1.P03430031	PJENN.M.1.P02140052,PJENN.M.1.P01680062	PNOV.TE.1.P08600002,PNOV.TE.1.P08580002	POCT.K8.1.P71800002770700051,POCT.K8.1.P71800002770580313
PDEC.223.1.P03160011,PDEC.223.1.P03430004	PJENN.M.1.P01940080,PJENN.M.1.P04330007	PNOV.TE.1.P03920006,PNOV.TE.1.P05600007	POCT.K8.1.P71800002770700077,POCT.K8.1.P71800002770580285
PDEC.223.1.P03130021,PDEC.223.1.P03440018	PJENN.M.1.P00340024,PJENN.M.1.P00020024	PNOV.TE.1.P03900015,PNOV.TE.1.P05280016	POCT.K8.1.P71800002769870291,POCT.K8.1.P71800002770020310
PDEC.223.1.P03130022,PDEC.223.1.P03440020	PJENN.M.1.P00340026,PJENN.M.1.P00020025	PNOV.TE.1.P03900016,PNOV.TE.1.P05280018	POCT.K8.1.P71800002769870290,POCT.K8.1.P71800002770020307
PDEC.223.1.P03130022,PDEC.223.1.P03440020	PJENN.M.1.P00340026,PJENN.M.1.P00020025	PNOV.TE.1.P03900016,PNOV.TE.1.P05280018	POCT.K8.1.P71800002769870290,POCT.K8.1.P71800002770020307
PDEC.223.1.P03470017	PJENN.M.1.P00570076	PNOV.TE.1.P01290060,PNOV.TE.1.P01470052	POCT.K8.1.P71800002769790120
PDEC.223.1.P03490033	PJENN.M.1.P02410047,PJENN.M.1.P01970048	PNOV.TE.1.P05560006	POCT.K8.1.P71800002770000027,NA
PDEC.223.1.P03490015,PDEC.223.1.P02130023	PJENN.M.1.P02410024,PJENN.M.1.P01970023	PNOV.TE.1.P05560025,PNOV.TE.1.P05020017	POCT.K8.1.P71800002770000045,POCT.K8.1.P71800002770100039
PDEC.223.1.P00290043,PDEC.223.1.P03510010	PJENN.M.1.P01630085,PJENN.M.1.P01820081	PNOV.TE.1.P02580045,PNOV.TE.1.P02310001	POCT.K8.1.P71800002770700278,POCT.K8.1.P71800002770580103
PDEC.223.1.P00990092,PDEC.223.1.P03580022	PJENN.M.1.P02890017,PJENN.M.1.P02580017	PNOV.TE.1.P06660007,PNOV.TE.1.P07620005	POCT.K8.1.P71800002769790024,POCT.K8.1.P71800002770640144
PDEC.223.1.P00990091,PDEC.223.1.P03580023	PJENN.M.1.P02890018,PJENN.M.1.P02580018	PNOV.TE.1.P06660006,PNOV.TE.1.P07620004	POCT.K8.1.P71800002769790025,POCT.K8.1.P71800002770640143
PDEC.223.1.P00990090,PDEC.223.1.P03580024	PJENN.M.1.P02890019,PJENN.M.1.P02580019	PNOV.TE.1.P06660005,PNOV.TE.1.P07620003	POCT.K8.1.P71800002769790026,POCT.K8.1.P71800002770640142
PDEC.223.1.P03590039	PJENN.M.1.P00690074,PJENN.M.1.P00860080	PNOV.TE.1.P06650003	POCT.K8.1.P71800002767170097
PDEC.223.1.P03600008	PJENN.M.1.P01650024	PNOV.TE.1.P06330008	POCT.K8.1.P71800002770470047
PDEC.223.1.P03610028,PDEC.223.1.P02860014	PJENN.M.1.P01490039	PNOV.TE.1.P03590026,PNOV.TE.1.P03030033	POCT.K8.1.P71800002769980060,POCT.K8.1.P71800002770280105
PDEC.223.1.P03650016,PDEC.223.1.P01050118	PJENN.M.1.P03270005,PJENN.M.1.P03110008	PNOV.TE.1.P07400012,PNOV.TE.1.P06990014	POCT.K8.1.P71800002770400205,POCT.K8.1.P71800002770440219
PDEC.223.1.P03650033,PDEC.223.1.P01050091	PJENN.M.1.P03390018	PNOV.TE.1.P01780005,PNOV.TE.1.P01510063	POCT.K8.1.P71800002770890110,POCT.K8.1.P71800002770440242
PDEC.223.1.P03650035,PDEC.223.1.P01050090	PJENN.M.1.P03390019,PJENN.M.1.P03320015	PNOV.TE.1.P01780007,PNOV.TE.1.P01510062	POCT.K8.1.P71800002770890108,POCT.K8.1.P71800002770440243
PDEC.223.1.P03650029,PDEC.223.1.P01050096	PJENN.M.1.P03390012,PJENN.M.1.P03320021	PNOV.TE.1.P01780001,PNOV.TE.1.P01510069	POCT.K8.1.P71800002770400217,NA
PDEC.223.1.P03650030,PDEC.223.1.P01050095	PJENN.M.1.P03390013,PJENN.M.1.P03320020	PNOV.TE.1.P01780002,PNOV.TE.1.P01510068	POCT.K8.1.P71800002770890113,NA
PDEC.223.1.P00260159,PDEC.223.1.P03660022	PJENN.M.1.P02320026,PJENN.M.1.P00960110	PNOV.TE.1.P04370008,PNOV.TE.1.P05450013	POCT.K8.1.P71800002766820115,POCT.K8.1.P71800002766660093
PDEC.223.1.P03750017,PDEC.223.1.P03670022	PJENN.M.1.P02850015	PNOV.TE.1.P03050013	POCT.K8.1.P71800002770100074
PDEC.223.1.P03710006,PDEC.223.1.P01620002	PJENN.M.1.P00140099,PJENN.M.1.P00290115	PNOV.TE.1.P08980008,PNOV.TE.1.P09450007	POCT.K8.1.P71800002769930095,POCT.K8.1.P71800002770010162
PDEC.223.1.P03720020	PJENN.M.1.P01850020,PJENN.M.1.P02840017	PNOV.TE.1.P00080123,PNOV.TE.1.P04130016	POCT.K8.1.P71800002770240233
PDEC.223.1.P02680015,PDEC.223.1.P03720029	PJENN.M.1.P01850033,PJENN.M.1.P02840007	PNOV.TE.1.P00080112,PNOV.TE.1.P04130023	POCT.K8.1.P71800002770320297,POCT.K8.1.P71800002770240225
PDEC.223.1.P03720013	PJENN.M.1.P01850013,PJENN.M.1.P02840025	PNOV.TE.1.P04130011	POCT.K8.1.P71800002770240240
PDEC.223.1.P02680009,PDEC.223.1.P03720022	PJENN.M.1.P01850025,PJENN.M.1.P02840013	PNOV.TE.1.P00080119,PNOV.TE.1.P04130018	POCT.K8.1.P71800002770320303,POCT.K8.1.P71800002770240231
PDEC.223.1.P02680012,PDEC.223.1.P03720025	PJENN.M.1.P01850029,PJENN.M.1.P02840010	PNOV.TE.1.P00080116,PNOV.TE.1.P04130020	POCT.K8.1.P71800002770320300,POCT.K8.1.P71800002770240228
PDEC.223.1.P03720026	PJENN.M.1.P01850030,PJENN.M.1.P02840008	PNOV.TE.1.P04130021	POCT.K8.1.P71800002770240227
PDEC.223.1.P03730017,PDEC.223.1.P00100034	PJENN.M.1.P03440002,PJENN.M.1.P02370042	PNOV.TE.1.P05240018,PNOV.TE.1.P07190015	POCT.K8.1.P71800002770610333,POCT.K8.1.P71800002769720165
PDEC.223.1.P00100039,PDEC.223.1.P03730020	PJENN.M.1.P02370046,PJENN.M.1.P03440006	PNOV.TE.1.P07190012,PNOV.TE.1.P05240013	POCT.K8.1.P71800002769720169,POCT.K8.1.P71800002770610328
PDEC.223.1.P00100041,PDEC.223.1.P03730022	PJENN.M.1.P03440008	PNOV.TE.1.P07190010,PNOV.TE.1.P05240011	POCT.K8.1.P71800002769720172,POCT.K8.1.P71800002770610326
PDEC.223.1.P03730027	PJENN.M.1.P03440014	PNOV.TE.1.P07190005	POCT.K8.1.P71800002769720177
PDEC.223.1.P03750002	PJENN.M.1.P02850035	PNOV.TE.1.P03700026,PNOV.TE.1.P03050034	POCT.K8.1.P71800002770000090
PDEC.223.1.P03750007	PJENN.M.1.P02850029,PJENN.M.1.P02600034	PNOV.TE.1.P03700021,PNOV.TE.1.P03050028	POCT.K8.1.P71800002770000085
PDEC.223.1.P03750026	PJENN.M.1.P02600008	PNOV.TE.1.P03700007	POCT.K8.1.P71800002770000068
PDEC.223.1.P03750019,PDEC.223.1.P03670029	PJENN.M.1.P02850012,PJENN.M.1.P02600017	PNOV.TE.1.P03700011,PNOV.TE.1.P03050010	POCT.K8.1.P71800002770000073
PDEC.223.1.P03840003,PDEC.223.1.P04020004	PJENN.M.1.P01560022,PJENN.M.1.P00210008	PNOV.TE.1.P07800010,PNOV.TE.1.P03980014	POCT.K8.1.P71800002769900012,POCT.K8.1.P71800002769640011
PDEC.223.1.P02600043,PDEC.223.1.P03890007	PJENN.M.1.P01270089,PJENN.M.1.P01080087	PNOV.TE.1.P03440013,PNOV.TE.1.P00070147	POCT.K8.1.P71800002770680121,POCT.K8.1.P71800002770350068
PDEC.223.1.P02600047,PDEC.223.1.P03890010	PJENN.M.1.P01270094,PJENN.M.1.P01080090	PNOV.TE.1.P03440017,PNOV.TE.1.P00070144	POCT.K8.1.P71800002770680117,POCT.K8.1.P71800002770350071
PDEC.223.1.P03930007,PDEC.223.1.P04050009	PJENN.M.1.P03140033,PJENN.M.1.P03170034	PNOV.TE.1.P04220017,PNOV.TE.1.P05170009	POCT.K8.1.P71800002770300475,POCT.K8.1.P71800002770780015
PDEC.223.1.P03930021,PDEC.223.1.P04050024	PJENN.M.1.P03140018,PJENN.M.1.P03170018	PNOV.TE.1.P04220004,PNOV.TE.1.P05170022	POCT.K8.1.P71800002770300459,POCT.K8.1.P71800002770780031
PDEC.223.1.P03930005,PDEC.223.1.P04050007	PJENN.M.1.P03140035,PJENN.M.1.P03170037	PNOV.TE.1.P04220019,PNOV.TE.1.P05170007	POCT.K8.1.P71800002770300477,POCT.K8.1.P71800002770780013
PDEC.223.1.P03950007,PDEC.223.1.P04140009	PJENN.M.1.P01210010,PJENN.M.1.P01150009	PNOV.TE.1.P03780014,PNOV.TE.1.P03770023	POCT.K8.1.P71800002770000106,POCT.K8.1.P71800002770100112
PDEC.223.1.P03960010	PJENN.M.1.P01930027	PNOV.TE.1.P05800023	POCT.K8.1.P71800002769360080
PDEC.223.1.P03970011	PJENN.M.1.P00010055	PNOV.TE.1.P08540004	POCT.K8.1.P71800002770080356
PDEC.223.1.P03970011	PJENN.M.1.P00010055	PNOV.TE.1.P08540004	POCT.K8.1.P71800002770080356
PDEC.223.1.P00720137,PDEC.223.1.P03990020	PJENN.M.1.P00980118	PNOV.TE.1.P08680004	POCT.K8.1.P71800002769870330,POCT.K8.1.P71800002770020352
PDEC.223.1.P00720137,PDEC.223.1.P03990020	PJENN.M.1.P00980118	PNOV.TE.1.P08680004	POCT.K8.1.P71800002769870330,POCT.K8.1.P71800002770020352
PDEC.223.1.P04040015	PJENN.M.1.P01650041	PNOV.TE.1.P09990006	POCT.K8.1.P71800002770570030
PDEC.223.1.P03930007,PDEC.223.1.P04050009	PJENN.M.1.P03140033,PJENN.M.1.P03170034	PNOV.TE.1.P04220017,PNOV.TE.1.P05170009	POCT.K8.1.P71800002770300475,POCT.K8.1.P71800002770780015
PDEC.223.1.P03930008,PDEC.223.1.P04050010	PJENN.M.1.P03140032,PJENN.M.1.P03170033	PNOV.TE.1.P04220016,PNOV.TE.1.P05170010	POCT.K8.1.P71800002770300474,POCT.K8.1.P71800002770780016
PDEC.223.1.P03930017,PDEC.223.1.P04050020	PJENN.M.1.P03140022,PJENN.M.1.P03170022	PNOV.TE.1.P04220007,PNOV.TE.1.P05170019	POCT.K8.1.P71800002770300463,POCT.K8.1.P71800002770780027
PDEC.223.1.P03930021,PDEC.223.1.P04050024	PJENN.M.1.P03140018,PJENN.M.1.P03170018	PNOV.TE.1.P04220004,PNOV.TE.1.P05170022	POCT.K8.1.P71800002770300459,POCT.K8.1.P71800002770780031
PDEC.223.1.P03930023,PDEC.223.1.P04050025	PJENN.M.1.P03140016,PJENN.M.1.P03170014	PNOV.TE.1.P04220002,PNOV.TE.1.P05170023	POCT.K8.1.P71800002770780032
